Player,Age,Nationality,Position,Market_Value,Previous_Club,Transfer_Fee,source_file,league,Club,csvPlayer,player_clean,transfer_year,season_before,season_after,league_clean,has_before,has_after,before_Player,before_Nation,before_Pos,before_Squad,before_Age,before_Born,before_MP,before_Starts,before_Min,before_90s,before_Gls,before_Ast,before_G+A,before_G-PK,before_PK,before_PKatt,before_CrdY,before_CrdR,before_xG,before_npxG,before_xAG,before_npxG+xAG,before_PrgC,before_PrgP,before_PrgR,before_season,before_league,before_Gls_per_90,before_Ast_per_90,before_GA_per_90,before_player_clean,before_fbref_season,before_fbref_league,after_Player,after_Nation,after_Pos,after_Squad,after_Age,after_Born,after_MP,after_Starts,after_Min,after_90s,after_Gls,after_Ast,after_G+A,after_G-PK,after_PK,after_PKatt,after_CrdY,after_CrdR,after_xG,after_npxG,after_xAG,after_npxG+xAG,after_PrgC,after_PrgP,after_PrgR,after_season,after_league,after_Gls_per_90,after_Ast_per_90,after_GA_per_90,after_player_clean,after_fbref_season,after_fbref_league
Aleksandar Mitrović,23,Serbia,Centre-Forward,15000000,Newcastle,24700000.0,premier_league_2018.csv,Premier League,,,aleksandar mitrović,2018,2017,2018,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aleksandar Mitrović,rs SRB,FW,Fulham,23.0,1994.0,37.0,37.0,328.0,36.4,11.0,3.0,14.0,10.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,62.0,244.0,2018-2019,Premier-League,0.3021978021978022,0.0824175824175824,0.3846153846153846,aleksandar mitrović,2018.0,Premier League
Bruno Fernandes,25,Portugal,Attacking Midfield,60000000,Sporting,65000000.0,premier_league_2019.csv,Premier League,,,bruno fernandes,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruno Fernandes,pt POR,MF,Manchester Utd,24.0,1994.0,14.0,14.0,1186.0,0.0,8.0,7.0,15.0,4.0,4.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,34.0,110.0,92.0,2019-2020,Premier-League,0.0,0.0,0.0,bruno fernandes,2019.0,Premier League
Raúl Jiménez,28,Mexico,Centre-Forward,35000000,Benfica,38000000.0,premier_league_2019.csv,Premier League,,,raúl jiménez,2019,2018,2019,Premier League,True,True,Raúl Jiménez,mx MEX,FW,Wolves,27.0,1991.0,38.0,36.0,3111.0,34.6,13.0,7.0,20.0,11.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,76.0,82.0,236.0,2018-2019,Premier-League,0.3757225433526011,0.2023121387283236,0.5780346820809248,raúl jiménez,2018.0,Premier League,Raúl Jiménez,mx MEX,FW,Wolves,28.0,1991.0,38.0,37.0,3236.0,36.0,17.0,6.0,23.0,13.0,4.0,4.0,3.0,0.0,0.0,0.0,7.0,0.0,89.0,102.0,223.0,2019-2020,Premier-League,0.4722222222222222,0.1666666666666666,0.6388888888888888,raúl jiménez,2019.0,Premier League
Patrick Cutrone,21,Italy,Centre-Forward,28000000,AC Milan,18000000.0,premier_league_2019.csv,Premier League,,,patrick cutrone,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Cutrone,it ITA,FW,Wolves,21.0,1998.0,12.0,3.0,297.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,5.0,1.0,20.0,2019-2020,Premier-League,0.0,0.0,0.0,patrick cutrone,2019.0,Premier League
Moise Kean,19,Italy,Centre-Forward,40000000,Juventus,27500000.0,premier_league_2019.csv,Premier League,,,moise kean,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moise Kean,it ITA,FW,Everton,19.0,2000.0,29.0,6.0,852.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,6.0,26.0,12.0,60.0,2019-2020,Premier-League,0.0,0.0,0.0,moise kean,2019.0,Premier League
André Gomes,25,Portugal,Central Midfield,28000000,Barcelona,25000000.0,premier_league_2019.csv,Premier League,,,andré gomes,2019,2018,2019,Premier League,True,True,André Gomes,pt POR,MF,Everton,25.0,1993.0,27.0,24.0,198.0,22.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.6,0.0,49.0,145.0,22.0,2018-2019,Premier-League,0.0454545454545454,0.0454545454545454,0.0909090909090909,andré gomes,2018.0,Premier League,André Gomes,pt POR,MF,Everton,26.0,1993.0,19.0,17.0,1458.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.0,0.0,10.0,105.0,16.0,2019-2020,Premier-League,0.0,0.0,0.0,andré gomes,2019.0,Premier League
Youri Tielemans,22,Belgium,Central Midfield,38000000,Monaco,45000000.0,premier_league_2019.csv,Premier League,,,youri tielemans,2019,2018,2019,Premier League,True,True,Youri Tielemans,be BEL,MF,Leicester City,21.0,1997.0,13.0,13.0,1086.0,0.0,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,85.0,53.0,2018-2019,Premier-League,0.0,0.0,0.0,youri tielemans,2018.0,Premier League,Youri Tielemans,be BEL,MF,Leicester City,22.0,1997.0,37.0,32.0,2828.0,31.4,3.0,6.0,9.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,215.0,123.0,2019-2020,Premier-League,0.0955414012738853,0.1910828025477707,0.286624203821656,youri tielemans,2019.0,Premier League
Ayoze Pérez,25,Spain,Centre-Forward,20000000,Newcastle,33400000.0,premier_league_2019.csv,Premier League,,,ayoze pérez,2019,2018,2019,Premier League,True,True,Ayoze Pérez,es ESP,MF FW,Newcastle Utd,25.0,1993.0,37.0,34.0,2917.0,32.4,12.0,2.0,14.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,72.0,82.0,159.0,2018-2019,Premier-League,0.3703703703703704,0.0617283950617284,0.4320987654320988,ayoze pérez,2018.0,Premier League,Ayoze Pérez,es ESP,MF FW,Leicester City,26.0,1993.0,33.0,26.0,2004.0,0.0,8.0,4.0,12.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,47.0,62.0,159.0,2019-2020,Premier-League,0.0,0.0,0.0,ayoze pérez,2019.0,Premier League
Dennis Praet,25,Belgium,Central Midfield,24000000,Sampdoria,19200000.0,premier_league_2019.csv,Premier League,,,dennis praet,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dennis Praet,be BEL,MF,Leicester City,25.0,1994.0,27.0,12.0,1134.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.0,0.0,10.0,42.0,42.0,2019-2020,Premier-League,0.0,0.0,0.0,dennis praet,2019.0,Premier League
Sébastien Haller,25,Ivory Coast,Centre-Forward,40000000,Frankfurt,50000000.0,premier_league_2019.csv,Premier League,,,sébastien haller,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sébastien Haller,ci CIV,FW,West Ham,25.0,1994.0,32.0,24.0,2266.0,0.0,7.0,1.0,8.0,7.0,0.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,17.0,59.0,140.0,2019-2020,Premier-League,0.0,0.0,0.0,sébastien haller,2019.0,Premier League
Pablo Fornals,23,Spain,Central Midfield,25000000,Villarreal,28000000.0,premier_league_2019.csv,Premier League,,,pablo fornals,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Fornals,es ESP,MF FW,West Ham,23.0,1996.0,36.0,24.0,2172.0,0.0,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,45.0,91.0,156.0,2019-2020,Premier-League,0.0,0.0,0.0,pablo fornals,2019.0,Premier League
Albian Ajeti,22,Switzerland,Centre-Forward,7000000,Basel,11300000.0,premier_league_2019.csv,Premier League,,,albian ajeti,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albian Ajeti,ch SUI,FW,West Ham,22.0,1997.0,9.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.0,0.0,10.0,2019-2020,Premier-League,0.0,0.0,0.0,albian ajeti,2019.0,Premier League
João Pedro,18,Brazil,Centre-Forward,20000000,Fluminense,11500000.0,premier_league_2019.csv,Premier League,,,joão pedro,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,João Pedro,br BRA,FW MF,Watford,17.0,2001.0,3.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2019-2020,Premier-League,0.0,0.0,0.0,joão pedro,2019.0,Premier League
Ignacio Pussetto,24,Argentina,Centre-Forward,8000000,Udinese,8500000.0,premier_league_2019.csv,Premier League,,,ignacio pussetto,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignacio Pussetto,ar ARG,FW MF,Watford,23.0,1995.0,7.0,0.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2019-2020,Premier-League,0.0,0.0,0.0,ignacio pussetto,2019.0,Premier League
Joelinton,22,Brazil,Central Midfield,35000000,Hoffenheim,43500000.0,premier_league_2019.csv,Premier League,,,joelinton,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joelinton,br BRA,FW,Newcastle Utd,22.0,1996.0,38.0,32.0,2683.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,47.0,56.0,133.0,2019-2020,Premier-League,0.0,0.0,0.0,joelinton,2019.0,Premier League
Philip Billing,23,Denmark,Central Midfield,7000000,Huddersfield,16500000.0,premier_league_2019.csv,Premier League,,,philip billing,2019,2018,2019,Premier League,True,True,Philip Billing,dk DEN,MF,Huddersfield,22.0,1996.0,27.0,25.0,2188.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,53.0,101.0,59.0,2018-2019,Premier-League,0.0,0.0,0.0,philip billing,2018.0,Premier League,Philip Billing,dk DEN,MF,Bournemouth,23.0,1996.0,34.0,29.0,253.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,29.0,100.0,59.0,2019-2020,Premier-League,0.0,0.0,0.0,philip billing,2019.0,Premier League
Danny Ings,26,England,Centre-Forward,15000000,Liverpool,25100000.0,premier_league_2019.csv,Premier League,,,danny ings,2019,2018,2019,Premier League,True,True,Danny Ings,eng ENG,FW,Southampton,26.0,1992.0,24.0,23.0,1651.0,0.0,7.0,3.0,10.0,4.0,3.0,3.0,1.0,0.0,0.0,7.0,0.0,0.0,21.0,56.0,125.0,2018-2019,Premier-League,0.0,0.0,0.0,danny ings,2018.0,Premier League,Danny Ings,eng ENG,FW,Southampton,27.0,1992.0,38.0,32.0,2804.0,31.2,22.0,2.0,24.0,21.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,75.0,194.0,2019-2020,Premier-League,0.7051282051282052,0.0641025641025641,0.7692307692307693,danny ings,2019.0,Premier League
Che Adams,22,England,Centre-Forward,7000000,Birmingham,16700000.0,premier_league_2019.csv,Premier League,,,che adams,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Che Adams,sct SCO,FW,Southampton,23.0,1996.0,30.0,12.0,1111.0,0.0,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,16.0,87.0,2019-2020,Premier-League,0.0,0.0,0.0,che adams,2019.0,Premier League
Neal Maupay,22,France,Centre-Forward,12000000,Brentford,15560000.0,premier_league_2019.csv,Premier League,,,neal maupay,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neal Maupay,fr FRA,FW,Brighton,22.0,1996.0,37.0,30.0,2766.0,0.0,10.0,3.0,13.0,9.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,63.0,66.0,255.0,2019-2020,Premier-League,0.0,0.0,0.0,neal maupay,2019.0,Premier League
Oli McBurnie,23,Scotland,Centre-Forward,8000000,Swansea,19100000.0,premier_league_2019.csv,Premier League,,,oli mcburnie,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oliver McBurnie,sct SCO,FW,Sheffield Utd,23.0,1996.0,36.0,24.0,2113.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,58.0,109.0,2019-2020,Premier-League,0.0,0.0,0.0,oliver mcburnie,2019.0,Premier League
Lys Mousset,23,France,Centre-Forward,3500000,Bournemouth,11100000.0,premier_league_2019.csv,Premier League,,,lys mousset,2019,2018,2019,Premier League,True,True,Lys Mousset,fr FRA,FW,Bournemouth,22.0,1996.0,24.0,1.0,368.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,5.0,12.0,41.0,2018-2019,Premier-League,0.0,0.0,0.0,lys mousset,2018.0,Premier League,Lys Mousset,fr FRA,FW,Sheffield Utd,23.0,1996.0,30.0,11.0,124.0,0.0,6.0,4.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,13.0,93.0,2019-2020,Premier-League,0.0,0.0,0.0,lys mousset,2019.0,Premier League
Callum Robinson,24,Ireland,Centre-Forward,4500000,Preston,7800000.0,premier_league_2019.csv,Premier League,,,callum robinson,2019,2018,2019,Premier League,True,True,Callum Wilson,eng ENG,FW,Bournemouth,26.0,1992.0,30.0,29.0,2528.0,0.0,14.0,9.0,23.0,13.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,49.0,44.0,197.0,2018-2019,Premier-League,0.0,0.0,0.0,callum wilson,2018.0,Premier League,Callum Robinson,ie IRL,FW MF,Sheffield Utd,24.0,1995.0,16.0,9.0,676.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,2.0,12.0,10.0,50.0,2019-2020,Premier-League,0.0,0.0,0.0,callum robinson,2019.0,Premier League
Luke Freeman,27,England,Attacking Midfield,3500000,QPR,5600000.0,premier_league_2019.csv,Premier League,,,luke freeman,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luke Freeman,eng ENG,MF,Sheffield Utd,27.0,1992.0,11.0,3.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.2,14.0,20.0,23.0,2019-2020,Premier-League,0.0,0.0,0.0,luke freeman,2019.0,Premier League
Wesley Moraes,22,Brazil,Centre-Forward,20000000,Club Brugge,25000000.0,premier_league_2019.csv,Premier League,,,wesley moraes,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesley Moraes,br BRA,FW,Aston Villa,22.0,1996.0,21.0,21.0,1782.0,0.0,5.0,1.0,6.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,13.0,21.0,89.0,2019-2020,Premier-League,0.0,0.0,0.0,wesley moraes,2019.0,Premier League
Ally Samatta,27,Tanzania,Centre-Forward,12000000,Genk,10500000.0,premier_league_2019.csv,Premier League,,,ally samatta,2019,2018,2019,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanguy Ndombélé,22,France,Central Midfield,65000000,Lyon,62000000.0,premier_league_2019.csv,Premier League,,,tanguy ndombélé,2019,2018,2019,Premier League,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanguy Ndombele,fr FRA,MF,Tottenham,22.0,1996.0,21.0,12.0,1009.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.4,0.4,0.7,0.0,22.0,77.0,33.0,2019-2020,Premier-League,0.0,0.0,0.0,tanguy ndombele,2019.0,Premier League
Serhou Guirassy,23,Guinea,Centre-Forward,3500000,1.FC Köln,6000000.0,Ligue_1_2019.csv,Ligue 1,,,serhou guirassy,2019,2018,2019,Ligue 1,True,True,Serhou Guirassy,gn GUI,FW,Amiens,22.0,1996.0,13.0,13.0,1111.0,0.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,31.0,93.0,2018-2019,Ligue-1,0.0,0.0,0.0,serhou guirassy,2018.0,Ligue 1,Serhou Guirassy,gn GUI,FW,Amiens,23.0,1996.0,23.0,23.0,1921.0,0.0,9.0,2.0,11.0,6.0,3.0,4.0,6.0,0.0,0.0,0.0,0.9,0.0,30.0,51.0,178.0,2019-2020,Ligue-1,0.0,0.0,0.0,serhou guirassy,2019.0,Ligue 1
Victor Osimhen,20,Nigeria,Centre-Forward,13000000,Royal Charleroi SC,22400000.0,Ligue_1_2019.csv,Ligue 1,,,victor osimhen,2019,2018,2019,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Osimhen,ng NGA,FW,Lille,20.0,1998.0,27.0,25.0,2287.0,0.0,13.0,4.0,17.0,11.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,35.0,11.0,148.0,2019-2020,Ligue-1,0.0,0.0,0.0,victor osimhen,2019.0,Ligue 1
Renato Sanches,22,Portugal,Central Midfield,18000000,Bayern Munich,20000000.0,Ligue_1_2019.csv,Ligue 1,,,renato sanches,2019,2018,2019,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renato Sanches,pt POR,MFFW,Lille,21.0,1997.0,19.0,16.0,1483.0,0.0,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,45.0,105.0,64.0,2019-2020,Ligue-1,0.0,0.0,0.0,renato sanches,2019.0,Ligue 1
Yusuf Yazıcı,22,Turkey,Attacking Midfield,13000000,Trabzonspor,18500000.0,Ligue_1_2019.csv,Ligue 1,,,yusuf yazıcı,2019,2018,2019,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yusuf Yazıcı,tr TUR,MFFW,Lille,22.0,1997.0,18.0,9.0,848.0,0.0,1.0,4.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,22.0,35.0,40.0,2019-2020,Ligue-1,0.0,0.0,0.0,yusuf yazıcı,2019.0,Ligue 1
Timothy Weah,19,United States,Right Winger,6000000,Paris Saint-Germain,10000000.0,Ligue_1_2019.csv,Ligue 1,,,timothy weah,2019,2018,2019,Ligue 1,True,True,Timothy Weah,us USA,FW,Paris S-G,18.0,2000.0,2.0,1.0,54.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,0.0,0.0,0.0,4.0,2018-2019,Ligue-1,1.6666666666666667,0.0,1.6666666666666667,timothy weah,2018.0,Ligue 1,Timothy Weah,us USA,MFFW,Lille,19.0,2000.0,3.0,1.0,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.4,1.0,5.0,5.0,2019-2020,Ligue-1,0.0,0.0,0.0,timothy weah,2019.0,Ligue 1
Jeff Reine-Adélaïde,21,France,Attacking Midfield,11000000,Angers SCO,25000000.0,Ligue_1_2019.csv,Ligue 1,,,jeff reine-adélaïde,2019,2018,2019,Ligue 1,True,True,Jeff Reine-Adélaïde,fr FRA,FW MF,Angers,20.0,1998.0,35.0,29.0,2556.0,0.0,3.0,3.0,6.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,135.0,136.0,145.0,2018-2019,Ligue-1,0.0,0.0,0.0,jeff reine-adélaïde,2018.0,Ligue 1,Jeff Reine-Adélaïde,fr FRA,MF,Angers,21.0,1998.0,1.0,1.0,79.0,0.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,0.0,4.0,6.0,2.0,2019-2020,Ligue-1,1.1111111111111112,1.1111111111111112,2.2222222222222223,jeff reine-adélaïde,2019.0,Ligue 1
Bruno Guimarães,22,Brazil,Central Midfield,20000000,Athletico Paranaense,20000000.0,Ligue_1_2019.csv,Ligue 1,,,bruno guimarães,2019,2018,2019,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruno Guimarães,br BRA,MF,Lyon,21.0,1997.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,0.0,18.0,5.0,2019-2020,Ligue-1,0.0,0.0,0.0,bruno guimarães,2019.0,Ligue 1
Tino Kadewere,24,Zimbabwe,Centre-Forward,4000000,Le Havre AC,12000000.0,Ligue_1_2019.csv,Ligue 1,,,tino kadewere,2019,2018,2019,Ligue 1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean Lucas,21,Brazil,Central Midfield,1000000,CR Flamengo,8000000.0,Ligue_1_2019.csv,Ligue 1,,,jean lucas,2019,2018,2019,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jean Lucas,br BRA,MF,Lyon,21.0,1998.0,11.0,1.0,200.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.6,2.0,10.0,7.0,2019-2020,Ligue-1,0.0,0.0,0.0,jean lucas,2019.0,Ligue 1
Wissam Ben Yedder,29,France,Centre-Forward,40000000,Sevilla,40000000.0,Ligue_1_2019.csv,Ligue 1,,,wissam ben yedder,2019,2018,2019,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wissam Ben Yedder,fr FRA,FW,Monaco,28.0,1990.0,26.0,25.0,2164.0,24.0,18.0,4.0,22.0,15.0,3.0,3.0,1.0,0.0,0.0,12.0,0.0,0.0,71.0,102.0,209.0,2019-2020,Ligue-1,0.75,0.1666666666666666,0.9166666666666666,wissam ben yedder,2019.0,Ligue 1
Gelson Martins,24,Portugal,Right Winger,28000000,Atlético Madrid,30000000.0,Ligue_1_2019.csv,Ligue 1,,,gelson martins,2019,2018,2019,Ligue 1,True,True,Gelson Martins,pt POR,FW MF,Monaco,23.0,1995.0,16.0,16.0,1389.0,0.0,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,54.0,152.0,2018-2019,Ligue-1,0.0,0.0,0.0,gelson martins,2018.0,Ligue 1,Gelson Martins,pt POR,DFFW,Monaco,24.0,1995.0,21.0,20.0,1674.0,0.0,4.0,1.0,5.0,4.0,0.0,0.0,3.0,1.0,5.0,5.0,0.0,0.0,112.0,61.0,172.0,2019-2020,Ligue-1,0.0,0.0,0.0,gelson martins,2019.0,Ligue 1
Henry Onyekuru,22,Nigeria,Left Winger,13000000,Everton,13500000.0,Ligue_1_2019.csv,Ligue 1,,,henry onyekuru,2019,2018,2019,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry Onyekuru,ng NGA,MFFW,Monaco,22.0,1997.0,4.0,2.0,160.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,8.0,3.0,20.0,2019-2020,Ligue-1,0.0,0.0,0.0,henry onyekuru,2019.0,Ligue 1
Téji Savanier,27,France,Attacking Midfield,12000000,Nîmes Olympique,9500000.0,Ligue_1_2019.csv,Ligue 1,,,téji savanier,2019,2018,2019,Ligue 1,True,True,Téji Savanier,fr FRA,MF,Nîmes,26.0,1991.0,32.0,32.0,2864.0,0.0,6.0,14.0,20.0,2.0,4.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,61.0,244.0,41.0,2018-2019,Ligue-1,0.0,0.0,0.0,téji savanier,2018.0,Ligue 1,Téji Savanier,fr FRA,MF,Montpellier,27.0,1991.0,19.0,18.0,1524.0,0.0,6.0,2.0,8.0,4.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,28.0,126.0,31.0,2019-2020,Ligue-1,0.0,0.0,0.0,téji savanier,2019.0,Ligue 1
Ludovic Blas,21,France,Right Winger,5000000,EA Guingamp,8000000.0,Ligue_1_2019.csv,Ligue 1,,,ludovic blas,2019,2018,2019,Ligue 1,True,True,Ludovic Blas,fr FRA,MF FW,Guingamp,20.0,1997.0,34.0,27.0,2372.0,0.0,1.0,6.0,7.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,58.0,140.0,81.0,2018-2019,Ligue-1,0.0,0.0,0.0,ludovic blas,2018.0,Ligue 1,Ludovic Blas,fr FRA,FWMF,Nantes,21.0,1997.0,24.0,22.0,1845.0,0.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,53.0,92.0,112.0,2019-2020,Ligue-1,0.0,0.0,0.0,ludovic blas,2019.0,Ligue 1
Kasper Dolberg,21,Denmark,Centre-Forward,18000000,Ajax,20500000.0,Ligue_1_2019.csv,Ligue 1,,,kasper dolberg,2019,2018,2019,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kasper Dolberg,dk DEN,FW,Nice,21.0,1997.0,23.0,22.0,1888.0,21.0,11.0,3.0,14.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,90.0,2019-2020,Ligue-1,0.5238095238095238,0.1428571428571428,0.6666666666666666,kasper dolberg,2019.0,Ligue 1
Alexis Claude-Maurice,21,France,Attacking Midfield,7500000,FC Lorient,13000000.0,Ligue_1_2019.csv,Ligue 1,,,alexis claude-maurice,2019,2018,2019,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexis Claude-Maurice,fr FRA,FWMF,Nice,21.0,1998.0,22.0,19.0,1629.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,142.0,2019-2020,Ligue-1,0.0,0.0,0.0,alexis claude-maurice,2019.0,Ligue 1
Pablo Sarabia,27,Spain,Right Winger,40000000,Sevilla,18000000.0,Ligue_1_2019.csv,Ligue 1,,,pablo sarabia,2019,2018,2019,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Sarabia,es ESP,FWMF,Paris S-G,27.0,1992.0,21.0,13.0,1164.0,0.0,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,73.0,185.0,2019-2020,Ligue-1,0.0,0.0,0.0,pablo sarabia,2019.0,Ligue 1
Raphinha,22,Brazil,Left Winger,8000000,Sporting CP,21000000.0,Ligue_1_2019.csv,Ligue 1,,,raphinha,2019,2018,2019,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphinha,br BRA,MFFW,Rennes,22.0,1996.0,22.0,20.0,169.0,0.0,5.0,3.0,8.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,64.0,69.0,155.0,2019-2020,Ligue-1,0.0,0.0,0.0,raphinha,2019.0,Ligue 1
